poll_id,ags,municipality_name,metric,kommone_value,statla_value,delta
2,08415048,Mehrstetten,reported_precincts,,2,
2,08415048,Mehrstetten,total_precincts,,2,
2,08415048,Mehrstetten,voters_total,881,881,0.0
2,08415048,Mehrstetten,valid_votes,994,876,118.0
2,08415050,"Metzingen, Stadt",reported_precincts,,20,
2,08415050,"Metzingen, Stadt",total_precincts,,20,
2,08415050,"Metzingen, Stadt",voters_total,10614,10614,0.0
2,08415050,"Metzingen, Stadt",valid_votes,10511,10543,-32.0
2,08415053,"Münsingen, Stadt",reported_precincts,,16,
2,08415053,"Münsingen, Stadt",total_precincts,,16,
2,08415053,"Münsingen, Stadt",voters_total,7911,7911,0.0
2,08415053,"Münsingen, Stadt",valid_votes,7815,7858,-43.0
2,08415058,Pfronstetten,reported_precincts,,2,
2,08415058,Pfronstetten,total_precincts,,2,
2,08415058,Pfronstetten,voters_total,1045,1045,0.0
2,08415058,Pfronstetten,valid_votes,1028,1034,-6.0
2,08415059,"Pfullingen, Stadt",reported_precincts,,20,
2,08415059,"Pfullingen, Stadt",total_precincts,,20,
2,08415059,"Pfullingen, Stadt",voters_total,9561,9561,0.0
2,08415059,"Pfullingen, Stadt",valid_votes,9499,9520,-21.0
2,08415060,Pliezhausen,reported_precincts,,8,
2,08415060,Pliezhausen,total_precincts,,8,
2,08415060,Pliezhausen,voters_total,5935,5935,0.0
2,08415060,Pliezhausen,valid_votes,5895,5905,-10.0
2,08415061,"Reutlingen, Stadt",reported_precincts,,102,
2,08415061,"Reutlingen, Stadt",total_precincts,,102,
2,08415061,"Reutlingen, Stadt",voters_total,50391,50391,0.0
2,08415061,"Reutlingen, Stadt",valid_votes,49879,50124,-245.0
2,08415062,Riederich,reported_precincts,,4,
2,08415062,Riederich,total_precincts,,4,
2,08415062,Riederich,voters_total,2174,2174,0.0
2,08415062,Riederich,valid_votes,2147,2163,-16.0
2,08415073,"Trochtelfingen, Stadt",reported_precincts,,7,
2,08415073,"Trochtelfingen, Stadt",total_precincts,,7,
2,08415073,"Trochtelfingen, Stadt",voters_total,3648,3648,0.0
2,08415073,"Trochtelfingen, Stadt",valid_votes,3608,3619,-11.0
2,08415078,"Bad Urach, Stadt",reported_precincts,,14,
2,08415078,"Bad Urach, Stadt",total_precincts,,14,
2,08415078,"Bad Urach, Stadt",voters_total,5336,5336,0.0
2,08415078,"Bad Urach, Stadt",valid_votes,5281,5296,-15.0
2,08415080,Wannweil,reported_precincts,,4,
2,08415080,Wannweil,total_precincts,,4,
2,08415080,Wannweil,voters_total,3014,3014,0.0
2,08415080,Wannweil,valid_votes,2990,3001,-11.0
2,08415085,Zwiefalten,reported_precincts,,2,
2,08415085,Zwiefalten,total_precincts,,2,
2,08415085,Zwiefalten,voters_total,1265,1265,0.0
2,08415085,Zwiefalten,valid_votes,1250,1256,-6.0
2,08415087,Walddorfhäslach,reported_precincts,,4,
2,08415087,Walddorfhäslach,total_precincts,,4,
2,08415087,Walddorfhäslach,voters_total,3290,3290,0.0
2,08415087,Walddorfhäslach,valid_votes,3265,3277,-12.0
2,08415088,Römerstein,reported_precincts,,4,
2,08415088,Römerstein,total_precincts,,4,
2,08415088,Römerstein,voters_total,2642,2642,0.0
2,08415088,Römerstein,valid_votes,2615,2623,-8.0
2,08415089,Engstingen,reported_precincts,,6,
2,08415089,Engstingen,total_precincts,,6,
2,08415089,Engstingen,voters_total,3137,3137,0.0
2,08415089,Engstingen,valid_votes,3095,3111,-16.0
2,08415090,Hohenstein,reported_precincts,,6,
2,08415090,Hohenstein,total_precincts,,6,
2,08415090,Hohenstein,voters_total,2445,2445,0.0
2,08415090,Hohenstein,valid_votes,2421,2432,-11.0
2,08415091,Sonnenbühl,reported_precincts,,8,
2,08415091,Sonnenbühl,total_precincts,,8,
2,08415091,Sonnenbühl,voters_total,4267,4267,0.0
2,08415091,Sonnenbühl,valid_votes,4223,4246,-23.0
2,08415092,Lichtenstein,reported_precincts,,9,
2,08415092,Lichtenstein,total_precincts,,9,
2,08415092,Lichtenstein,voters_total,4365,4365,0.0
2,08415092,Lichtenstein,valid_votes,4311,4323,-12.0
2,08415093,St. Johann,reported_precincts,,8,
2,08415093,St. Johann,total_precincts,,8,
2,08415093,St. Johann,voters_total,3266,3266,0.0
2,08415093,St. Johann,valid_votes,3228,3249,-21.0
2,08416006,Bodelshausen,reported_precincts,,4,
2,08416006,Bodelshausen,total_precincts,,4,
2,08416006,Bodelshausen,voters_total,2657,2657,0.0
2,08416006,Bodelshausen,valid_votes,2642,2635,7.0
2,08416009,Dettenhausen,reported_precincts,,5,
2,08416009,Dettenhausen,total_precincts,,5,
2,08416009,Dettenhausen,voters_total,3204,3204,0.0
2,08416009,Dettenhausen,valid_votes,3190,3190,0.0
2,08416011,Dußlingen,reported_precincts,,4,
2,08416011,Dußlingen,total_precincts,,4,
2,08416011,Dußlingen,voters_total,3250,3250,0.0
2,08416011,Dußlingen,valid_votes,3222,3240,-18.0
2,08416015,Gomaringen,reported_precincts,,9,
2,08416015,Gomaringen,total_precincts,,9,
2,08416015,Gomaringen,voters_total,5052,5052,0.0
2,08416015,Gomaringen,valid_votes,5023,5033,-10.0
2,08416018,Hirrlingen,reported_precincts,,3,
2,08416018,Hirrlingen,total_precincts,,3,
2,08416018,Hirrlingen,voters_total,1763,1763,0.0
2,08416018,Hirrlingen,valid_votes,1756,1756,0.0
2,08416022,Kirchentellinsfurt,reported_precincts,,6,
2,08416022,Kirchentellinsfurt,total_precincts,,6,
2,08416022,Kirchentellinsfurt,voters_total,3201,3201,0.0
2,08416022,Kirchentellinsfurt,valid_votes,3181,3191,-10.0
2,08416023,Kusterdingen,reported_precincts,,10,
2,08416023,Kusterdingen,total_precincts,,10,
2,08416023,Kusterdingen,voters_total,5337,5337,0.0
2,08416023,Kusterdingen,valid_votes,5307,5320,-13.0
2,08416025,"Mössingen, Stadt",reported_precincts,,16,
2,08416025,"Mössingen, Stadt",total_precincts,,16,
2,08416025,"Mössingen, Stadt",voters_total,10542,10542,0.0
2,08416025,"Mössingen, Stadt",valid_votes,10483,10483,0.0
2,08416026,Nehren,reported_precincts,,4,
2,08416026,Nehren,total_precincts,,4,
2,08416026,Nehren,voters_total,2541,2541,0.0
2,08416026,Nehren,valid_votes,2511,2523,-12.0
2,08416031,Ofterdingen,reported_precincts,,6,
2,08416031,Ofterdingen,total_precincts,,6,
2,08416031,Ofterdingen,voters_total,2793,2793,0.0
2,08416031,Ofterdingen,valid_votes,2782,2782,0.0
2,08416036,"Rottenburg am Neckar, Stadt",reported_precincts,,42,
2,08416036,"Rottenburg am Neckar, Stadt",total_precincts,,42,
2,08416036,"Rottenburg am Neckar, Stadt",voters_total,23139,23139,0.0
2,08416036,"Rottenburg am Neckar, Stadt",valid_votes,23013,23013,0.0
2,08416041,"Tübingen, Universitätsstadt",reported_precincts,,74,
2,08416041,"Tübingen, Universitätsstadt",total_precincts,,74,
2,08416041,"Tübingen, Universitätsstadt",voters_total,51653,51653,0.0
2,08416041,"Tübingen, Universitätsstadt",valid_votes,51547,51547,0.0
2,08416048,Ammerbuch,reported_precincts,,10,
2,08416048,Ammerbuch,total_precincts,,10,
2,08416048,Ammerbuch,voters_total,6731,6731,0.0
2,08416048,Ammerbuch,valid_votes,6713,6713,0.0
2,08416049,Neustetten,reported_precincts,,4,
2,08416049,Neustetten,total_precincts,,4,
2,08416049,Neustetten,voters_total,2148,2148,0.0
2,08416049,Neustetten,valid_votes,2132,2132,0.0
2,08416050,Starzach,reported_precincts,,6,
2,08416050,Starzach,total_precincts,,6,
2,08416050,Starzach,voters_total,2610,2610,0.0
2,08416050,Starzach,valid_votes,2582,2582,0.0
2,08417002,"Balingen, Stadt",reported_precincts,,37,
2,08417002,"Balingen, Stadt",total_precincts,,37,
2,08417002,"Balingen, Stadt",voters_total,17681,17681,0.0
2,08417002,"Balingen, Stadt",valid_votes,17557,17557,0.0
2,08417008,Bisingen,reported_precincts,,10,
2,08417008,Bisingen,total_precincts,,10,
2,08417008,Bisingen,voters_total,4973,4973,0.0
2,08417008,Bisingen,valid_votes,4938,4938,0.0
2,08417010,Bitz,reported_precincts,,4,
2,08417010,Bitz,total_precincts,,4,
2,08417010,Bitz,voters_total,2035,2035,0.0
2,08417010,Bitz,valid_votes,2027,2027,0.0
2,08417013,"Burladingen, Stadt",reported_precincts,,16,
2,08417013,"Burladingen, Stadt",total_precincts,,16,
2,08417013,"Burladingen, Stadt",voters_total,6327,6327,0.0
2,08417013,"Burladingen, Stadt",valid_votes,6279,6293,-14.0
2,08417014,Dautmergen,reported_precincts,,2,
2,08417014,Dautmergen,total_precincts,,2,
2,08417014,Dautmergen,voters_total,259,259,0.0
2,08417014,Dautmergen,valid_votes,258,258,0.0
2,08417015,Dormettingen,reported_precincts,,2,
2,08417015,Dormettingen,total_precincts,,2,
2,08417015,Dormettingen,voters_total,589,589,0.0
2,08417015,Dormettingen,valid_votes,586,586,0.0
2,08417016,Dotternhausen,reported_precincts,,2,
2,08417016,Dotternhausen,total_precincts,,2,
2,08417016,Dotternhausen,voters_total,1080,1080,0.0
2,08417016,Dotternhausen,valid_votes,1072,1072,0.0
2,08417022,"Geislingen, Stadt",reported_precincts,,7,
2,08417022,"Geislingen, Stadt",total_precincts,,7,
2,08417022,"Geislingen, Stadt",voters_total,3396,3396,0.0
2,08417022,"Geislingen, Stadt",valid_votes,3376,3376,0.0
2,08417023,Grosselfingen,reported_precincts,,2,
2,08417023,Grosselfingen,total_precincts,,2,
2,08417023,Grosselfingen,voters_total,1148,1148,0.0
2,08417023,Grosselfingen,valid_votes,1137,1137,0.0
2,08417025,"Haigerloch, Stadt",reported_precincts,,14,
2,08417025,"Haigerloch, Stadt",total_precincts,,14,
2,08417025,"Haigerloch, Stadt",voters_total,5733,5733,0.0
2,08417025,"Haigerloch, Stadt",valid_votes,5695,5695,0.0
2,08417029,Hausen am Tann,reported_precincts,,2,
2,08417029,Hausen am Tann,total_precincts,,2,
2,08417029,Hausen am Tann,voters_total,262,262,0.0
2,08417029,Hausen am Tann,valid_votes,261,261,0.0
2,08417031,"Hechingen, Stadt",reported_precincts,,26,
2,08417031,"Hechingen, Stadt",total_precincts,,26,
2,08417031,"Hechingen, Stadt",voters_total,8587,8587,0.0
2,08417031,"Hechingen, Stadt",valid_votes,8453,8478,-25.0
2,08417036,Jungingen,reported_precincts,,2,
2,08417036,Jungingen,total_precincts,,2,
2,08417036,Jungingen,voters_total,811,811,0.0
2,08417036,Jungingen,valid_votes,995,807,188.0
2,08417044,"Meßstetten, Stadt",reported_precincts,,14,
2,08417044,"Meßstetten, Stadt",total_precincts,,14,
2,08417044,"Meßstetten, Stadt",voters_total,5585,5585,0.0
2,08417044,"Meßstetten, Stadt",valid_votes,5543,5543,0.0
2,08417045,Nusplingen,reported_precincts,,2,
2,08417045,Nusplingen,total_precincts,,2,
2,08417045,Nusplingen,voters_total,1002,1002,0.0
2,08417045,Nusplingen,valid_votes,998,998,0.0
2,08417047,Obernheim,reported_precincts,,2,
2,08417047,Obernheim,total_precincts,,2,
2,08417047,Obernheim,voters_total,859,859,0.0
2,08417047,Obernheim,valid_votes,855,855,0.0
2,08417051,Rangendingen,reported_precincts,,8,
2,08417051,Rangendingen,total_precincts,,8,
2,08417051,Rangendingen,voters_total,2883,2883,0.0
2,08417051,Rangendingen,valid_votes,2863,2863,0.0
2,08417052,Ratshausen,reported_precincts,,2,
2,08417052,Ratshausen,total_precincts,,2,
2,08417052,Ratshausen,voters_total,459,459,0.0
2,08417052,Ratshausen,valid_votes,452,452,0.0
2,08417054,"Rosenfeld, Stadt",reported_precincts,,11,
2,08417054,"Rosenfeld, Stadt",total_precincts,,11,
2,08417054,"Rosenfeld, Stadt",voters_total,3524,3524,0.0
2,08417054,"Rosenfeld, Stadt",valid_votes,3486,3486,0.0
2,08417057,"Schömberg, Stadt",reported_precincts,,6,
2,08417057,"Schömberg, Stadt",total_precincts,,6,
2,08417057,"Schömberg, Stadt",voters_total,2223,2223,0.0
2,08417057,"Schömberg, Stadt",valid_votes,2205,2205,0.0
2,08417063,Straßberg,reported_precincts,,4,
2,08417063,Straßberg,total_precincts,,4,
2,08417063,Straßberg,voters_total,1441,1441,0.0
2,08417063,Straßberg,valid_votes,1433,1433,0.0
2,08417071,Weilen unter den Rinnen,reported_precincts,,2,
2,08417071,Weilen unter den Rinnen,total_precincts,,2,
2,08417071,Weilen unter den Rinnen,voters_total,377,377,0.0
2,08417071,Weilen unter den Rinnen,valid_votes,375,373,2.0
2,08417075,Winterlingen,reported_precincts,,7,
2,08417075,Winterlingen,total_precincts,,7,
2,08417075,Winterlingen,voters_total,3360,3360,0.0
2,08417075,Winterlingen,valid_votes,3332,3332,0.0
2,08417078,Zimmern unter der Burg,reported_precincts,,2,
2,08417078,Zimmern unter der Burg,total_precincts,,2,
2,08417078,Zimmern unter der Burg,voters_total,290,290,0.0
2,08417078,Zimmern unter der Burg,valid_votes,286,286,0.0
2,08417079,"Albstadt, Stadt",reported_precincts,,44,
2,08417079,"Albstadt, Stadt",total_precincts,,44,
2,08417079,"Albstadt, Stadt",voters_total,18928,18928,0.0
2,08417079,"Albstadt, Stadt",valid_votes,18811,18811,0.0
2,08421000,"Ulm, Universitätsstadt",reported_precincts,,153,
2,08421000,"Ulm, Universitätsstadt",total_precincts,,153,
2,08421000,"Ulm, Universitätsstadt",voters_total,57091,57091,0.0
2,08421000,"Ulm, Universitätsstadt",valid_votes,56695,56842,-147.0
2,08425002,Allmendingen,reported_precincts,,7,
2,08425002,Allmendingen,total_precincts,,7,
2,08425002,Allmendingen,voters_total,2712,2712,0.0
2,08425002,Allmendingen,valid_votes,2690,2677,13.0
2,08425004,Altheim,reported_precincts,,1,
2,08425004,Altheim,total_precincts,,1,
2,08425004,Altheim,voters_total,278,278,0.0
2,08425004,Altheim,valid_votes,275,275,0.0
2,08425005,Altheim (Alb),reported_precincts,,2,
2,08425005,Altheim (Alb),total_precincts,,2,
2,08425005,Altheim (Alb),voters_total,1048,1048,0.0
2,08425005,Altheim (Alb),valid_votes,1038,1038,0.0
2,08425008,Amstetten,reported_precincts,,9,
2,08425008,Amstetten,total_precincts,,9,
2,08425008,Amstetten,voters_total,2247,2247,0.0
2,08425008,Amstetten,valid_votes,2215,2206,9.0
2,08425011,Asselfingen,reported_precincts,,1,
2,08425011,Asselfingen,total_precincts,,1,
2,08425011,Asselfingen,voters_total,530,530,0.0
2,08425011,Asselfingen,valid_votes,530,530,0.0
2,08425013,Ballendorf,reported_precincts,,1,
2,08425013,Ballendorf,total_precincts,,1,
2,08425013,Ballendorf,voters_total,308,308,0.0
2,08425013,Ballendorf,valid_votes,306,304,2.0
2,08425014,Beimerstetten,reported_precincts,,2,
2,08425014,Beimerstetten,total_precincts,,2,
2,08425014,Beimerstetten,voters_total,1422,1422,0.0
2,08425014,Beimerstetten,valid_votes,1415,1415,0.0
2,08425017,Berghülen,reported_precincts,,3,
2,08425017,Berghülen,total_precincts,,3,
2,08425017,Berghülen,voters_total,1254,1254,0.0
2,08425017,Berghülen,valid_votes,1233,1229,4.0
2,08425019,Bernstadt,reported_precincts,,3,
2,08425019,Bernstadt,total_precincts,,3,
2,08425019,Bernstadt,voters_total,1393,1393,0.0
2,08425019,Bernstadt,valid_votes,1380,1380,0.0
2,08425020,"Blaubeuren, Stadt",reported_precincts,,18,
2,08425020,"Blaubeuren, Stadt",total_precincts,,18,
2,08425020,"Blaubeuren, Stadt",voters_total,6058,6058,0.0
2,08425020,"Blaubeuren, Stadt",valid_votes,6030,6028,2.0
2,08425022,Börslingen,reported_precincts,,1,
2,08425022,Börslingen,total_precincts,,1,
2,08425022,Börslingen,voters_total,106,106,0.0
2,08425022,Börslingen,valid_votes,106,105,1.0
2,08425024,Breitingen,reported_precincts,,1,
2,08425024,Breitingen,total_precincts,,1,
2,08425024,Breitingen,voters_total,145,145,0.0
2,08425024,Breitingen,valid_votes,142,142,0.0
2,08425028,"Dietenheim, Stadt",reported_precincts,,6,
2,08425028,"Dietenheim, Stadt",total_precincts,,6,
2,08425028,"Dietenheim, Stadt",voters_total,2979,2979,0.0
2,08425028,"Dietenheim, Stadt",valid_votes,2953,2963,-10.0
2,08425031,Dornstadt,reported_precincts,,14,
2,08425031,Dornstadt,total_precincts,,14,
2,08425031,Dornstadt,voters_total,4919,4919,0.0
2,08425031,Dornstadt,valid_votes,4888,4888,0.0
2,08425033,"Ehingen (Donau), Stadt",reported_precincts,,39,
2,08425033,"Ehingen (Donau), Stadt",total_precincts,,39,
2,08425033,"Ehingen (Donau), Stadt",voters_total,13007,13007,0.0
2,08425033,"Ehingen (Donau), Stadt",valid_votes,12932,12921,11.0
2,08425035,Emeringen,reported_precincts,,1,
2,08425035,Emeringen,total_precincts,,1,
2,08425035,Emeringen,voters_total,107,107,0.0
2,08425035,Emeringen,valid_votes,107,106,1.0
2,08425036,Emerkingen,reported_precincts,,1,
2,08425036,Emerkingen,total_precincts,,1,
2,08425036,Emerkingen,voters_total,384,384,0.0
2,08425036,Emerkingen,valid_votes,383,381,2.0
2,08425039,"Erbach, Stadt",reported_precincts,,18,
2,08425039,"Erbach, Stadt",total_precincts,,18,
2,08425039,"Erbach, Stadt",voters_total,7162,7162,0.0
2,08425039,"Erbach, Stadt",valid_votes,7088,7123,-35.0
2,08425050,Griesingen,reported_precincts,,1,
2,08425050,Griesingen,total_precincts,,1,
2,08425050,Griesingen,voters_total,476,476,0.0
2,08425050,Griesingen,valid_votes,474,473,1.0
2,08425052,Grundsheim,reported_precincts,,1,
2,08425052,Grundsheim,total_precincts,,1,
2,08425052,Grundsheim,voters_total,131,131,0.0
2,08425052,Grundsheim,valid_votes,131,131,0.0
2,08425055,Hausen am Bussen,reported_precincts,,1,
2,08425055,Hausen am Bussen,total_precincts,,1,
2,08425055,Hausen am Bussen,voters_total,145,145,0.0
2,08425055,Hausen am Bussen,valid_votes,143,142,1.0
2,08425062,Holzkirch,reported_precincts,,1,
2,08425062,Holzkirch,total_precincts,,1,
2,08425062,Holzkirch,voters_total,134,134,0.0
2,08425062,Holzkirch,valid_votes,133,130,3.0
2,08425064,Hüttisheim,reported_precincts,,2,
2,08425064,Hüttisheim,total_precincts,,2,
2,08425064,Hüttisheim,voters_total,909,909,0.0
2,08425064,Hüttisheim,valid_votes,994,904,90.0
2,08425066,Illerrieden,reported_precincts,,6,
2,08425066,Illerrieden,total_precincts,,6,
2,08425066,Illerrieden,voters_total,1904,1904,0.0
2,08425066,Illerrieden,valid_votes,1881,1896,-15.0
2,08425071,"Laichingen, Stadt",reported_precincts,,10,
2,08425071,"Laichingen, Stadt",total_precincts,,10,
2,08425071,"Laichingen, Stadt",voters_total,5946,5946,0.0
2,08425071,"Laichingen, Stadt",valid_votes,5909,5909,0.0
2,08425072,"Langenau, Stadt",reported_precincts,,15,
2,08425072,"Langenau, Stadt",total_precincts,,15,
2,08425072,"Langenau, Stadt",voters_total,8129,8129,0.0
2,08425072,"Langenau, Stadt",valid_votes,8084,8084,0.0
2,08425073,Lauterach,reported_precincts,,1,
2,08425073,Lauterach,total_precincts,,1,
2,08425073,Lauterach,voters_total,271,271,0.0
2,08425073,Lauterach,valid_votes,269,269,0.0
2,08425075,Lonsee,reported_precincts,,10,
2,08425075,Lonsee,total_precincts,,10,
2,08425075,Lonsee,voters_total,2790,2790,0.0
2,08425075,Lonsee,valid_votes,2778,2778,0.0
2,08425079,Merklingen,reported_precincts,,2,
2,08425079,Merklingen,total_precincts,,2,
2,08425079,Merklingen,voters_total,1210,1210,0.0
2,08425079,Merklingen,valid_votes,1203,1203,0.0
2,08425081,"Munderkingen, Stadt",reported_precincts,,4,
2,08425081,"Munderkingen, Stadt",total_precincts,,4,
2,08425081,"Munderkingen, Stadt",voters_total,2295,2295,0.0
2,08425081,"Munderkingen, Stadt",valid_votes,2275,2270,5.0
2,08425083,Neenstetten,reported_precincts,,1,
2,08425083,Neenstetten,total_precincts,,1,
2,08425083,Neenstetten,voters_total,421,421,0.0
2,08425083,Neenstetten,valid_votes,420,416,4.0
2,08425084,Nellingen,reported_precincts,,3,
2,08425084,Nellingen,total_precincts,,3,
2,08425084,Nellingen,voters_total,1307,1307,0.0
2,08425084,Nellingen,valid_votes,1302,1302,0.0
2,08425085,Nerenstetten,reported_precincts,,1,
2,08425085,Nerenstetten,total_precincts,,1,
2,08425085,Nerenstetten,voters_total,192,192,0.0
2,08425085,Nerenstetten,valid_votes,192,192,0.0
2,08425088,Oberdischingen,reported_precincts,,2,
2,08425088,Oberdischingen,total_precincts,,2,
2,08425088,Oberdischingen,voters_total,1292,1292,0.0
2,08425088,Oberdischingen,valid_votes,1286,1284,2.0
2,08425090,Obermarchtal,reported_precincts,,3,
2,08425090,Obermarchtal,total_precincts,,3,
2,08425090,Obermarchtal,voters_total,820,820,0.0
2,08425090,Obermarchtal,valid_votes,815,809,6.0
2,08425091,Oberstadion,reported_precincts,,4,
2,08425091,Oberstadion,total_precincts,,4,
2,08425091,Oberstadion,voters_total,1018,1018,0.0
2,08425091,Oberstadion,valid_votes,1014,1013,1.0
2,08425092,Öllingen,reported_precincts,,1,
2,08425092,Öllingen,total_precincts,,1,
2,08425092,Öllingen,voters_total,248,248,0.0
2,08425092,Öllingen,valid_votes,248,246,2.0
2,08425093,Öpfingen,reported_precincts,,2,
2,08425093,Öpfingen,total_precincts,,2,
2,08425093,Öpfingen,voters_total,1267,1267,0.0
2,08425093,Öpfingen,valid_votes,1260,1260,0.0
2,08425097,Rammingen,reported_precincts,,2,
2,08425097,Rammingen,total_precincts,,2,
2,08425097,Rammingen,voters_total,765,765,0.0
2,08425097,Rammingen,valid_votes,764,764,0.0
2,08425098,Rechtenstein,reported_precincts,,1,
2,08425098,Rechtenstein,total_precincts,,1,
2,08425098,Rechtenstein,voters_total,149,149,0.0
2,08425098,Rechtenstein,valid_votes,147,147,0.0
2,08425104,Rottenacker,reported_precincts,,2,
2,08425104,Rottenacker,total_precincts,,2,
2,08425104,Rottenacker,voters_total,1228,1228,0.0
2,08425104,Rottenacker,valid_votes,1223,1220,3.0
2,08425108,"Schelklingen, Stadt",reported_precincts,,9,
2,08425108,"Schelklingen, Stadt",total_precincts,,9,
2,08425108,"Schelklingen, Stadt",voters_total,3433,3433,0.0
2,08425108,"Schelklingen, Stadt",valid_votes,3414,3411,3.0
2,08425110,Schnürpflingen,reported_precincts,,2,
2,08425110,Schnürpflingen,total_precincts,,2,
2,08425110,Schnürpflingen,voters_total,829,829,0.0
2,08425110,Schnürpflingen,valid_votes,990,821,169.0
2,08425112,Setzingen,reported_precincts,,1,
2,08425112,Setzingen,total_precincts,,1,
2,08425112,Setzingen,voters_total,348,348,0.0
2,08425112,Setzingen,valid_votes,344,341,3.0
2,08425123,Untermarchtal,reported_precincts,,1,
2,08425123,Untermarchtal,total_precincts,,1,
2,08425123,Untermarchtal,voters_total,328,328,0.0
2,08425123,Untermarchtal,valid_votes,324,324,0.0
2,08425124,Unterstadion,reported_precincts,,1,
2,08425124,Unterstadion,total_precincts,,1,
2,08425124,Unterstadion,voters_total,446,446,0.0
2,08425124,Unterstadion,valid_votes,446,445,1.0
2,08425125,Unterwachingen,reported_precincts,,1,
2,08425125,Unterwachingen,total_precincts,,1,
2,08425125,Unterwachingen,voters_total,128,128,0.0
2,08425125,Unterwachingen,valid_votes,128,128,0.0
2,08425130,Weidenstetten,reported_precincts,,2,
2,08425130,Weidenstetten,total_precincts,,2,
2,08425130,Weidenstetten,voters_total,851,851,0.0
2,08425130,Weidenstetten,valid_votes,845,844,1.0
2,08425134,Westerheim,reported_precincts,,2,
2,08425134,Westerheim,total_precincts,,2,
2,08425134,Westerheim,voters_total,1885,1885,0.0
2,08425134,Westerheim,valid_votes,1872,1872,0.0
2,08425135,Westerstetten,reported_precincts,,3,
2,08425135,Westerstetten,total_precincts,,3,
2,08425135,Westerstetten,voters_total,1335,1335,0.0
2,08425135,Westerstetten,valid_votes,1328,1328,0.0
2,08425137,Illerkirchberg,reported_precincts,,5,
2,08425137,Illerkirchberg,total_precincts,,5,
2,08425137,Illerkirchberg,voters_total,2819,2819,0.0
2,08425137,Illerkirchberg,valid_votes,2798,2809,-11.0
2,08425138,Staig,reported_precincts,,6,
2,08425138,Staig,total_precincts,,6,
2,08425138,Staig,voters_total,1939,1939,0.0
2,08425138,Staig,valid_votes,1925,1933,-8.0
2,08425139,Heroldstatt,reported_precincts,,2,
2,08425139,Heroldstatt,total_precincts,,2,
2,08425139,Heroldstatt,voters_total,1745,1745,0.0
2,08425139,Heroldstatt,valid_votes,1730,1730,0.0
2,08425140,Balzheim,reported_precincts,,3,
2,08425140,Balzheim,total_precincts,,3,
2,08425140,Balzheim,voters_total,1106,1106,0.0
2,08425140,Balzheim,valid_votes,1092,1099,-7.0
2,08425141,"Blaustein, Stadt",reported_precincts,,17,
2,08425141,"Blaustein, Stadt",total_precincts,,17,
2,08425141,"Blaustein, Stadt",voters_total,8434,8434,0.0
2,08425141,"Blaustein, Stadt",valid_votes,8359,8381,-22.0
2,08425991,Briefwahl für mehrere Gemeinden,reported_precincts,,,
2,08425991,Briefwahl für mehrere Gemeinden,total_precincts,,,
2,08425991,Briefwahl für mehrere Gemeinden,voters_total,,,
2,08425991,Briefwahl für mehrere Gemeinden,valid_votes,,,
2,08426001,Achstetten,reported_precincts,,5,
2,08426001,Achstetten,total_precincts,,5,
2,08426001,Achstetten,voters_total,2978,2978,0.0
2,08426001,Achstetten,valid_votes,2959,2954,5.0
2,08426005,Alleshausen,reported_precincts,,1,
2,08426005,Alleshausen,total_precincts,,1,
2,08426005,Alleshausen,voters_total,289,289,0.0
2,08426005,Alleshausen,valid_votes,288,286,2.0
2,08426006,Allmannsweiler,reported_precincts,,1,
2,08426006,Allmannsweiler,total_precincts,,1,
2,08426006,Allmannsweiler,voters_total,170,170,0.0
2,08426006,Allmannsweiler,valid_votes,168,168,0.0
2,08426008,Altheim,reported_precincts,,4,
2,08426008,Altheim,total_precincts,,4,
2,08426008,Altheim,voters_total,1293,1293,0.0
2,08426008,Altheim,valid_votes,1282,1281,1.0
2,08426011,Attenweiler,reported_precincts,,4,
2,08426011,Attenweiler,total_precincts,,4,
2,08426011,Attenweiler,voters_total,1222,1222,0.0
2,08426011,Attenweiler,valid_votes,1219,1219,0.0
2,08426013,"Bad Buchau, Stadt",reported_precincts,,4,
2,08426013,"Bad Buchau, Stadt",total_precincts,,4,
2,08426013,"Bad Buchau, Stadt",voters_total,2719,2719,0.0
2,08426013,"Bad Buchau, Stadt",valid_votes,2709,2709,0.0
2,08426014,"Bad Schussenried, Stadt",reported_precincts,,8,
2,08426014,"Bad Schussenried, Stadt",total_precincts,,8,
2,08426014,"Bad Schussenried, Stadt",voters_total,4391,4391,0.0
2,08426014,"Bad Schussenried, Stadt",valid_votes,4363,4363,0.0
2,08426019,Berkheim,reported_precincts,,3,
2,08426019,Berkheim,total_precincts,,3,
2,08426019,Berkheim,voters_total,1619,1619,0.0
2,08426019,Berkheim,valid_votes,1614,1613,1.0
2,08426020,Betzenweiler,reported_precincts,,1,
2,08426020,Betzenweiler,total_precincts,,1,
2,08426020,Betzenweiler,voters_total,312,312,0.0
2,08426020,Betzenweiler,valid_votes,308,307,1.0
2,08426021,"Biberach an der Riß, Stadt",reported_precincts,,33,
2,08426021,"Biberach an der Riß, Stadt",total_precincts,,33,
2,08426021,"Biberach an der Riß, Stadt",voters_total,16326,16326,0.0
2,08426021,"Biberach an der Riß, Stadt",valid_votes,16234,16234,0.0
2,08426028,Burgrieden,reported_precincts,,5,
2,08426028,Burgrieden,total_precincts,,5,
2,08426028,Burgrieden,voters_total,2343,2343,0.0
2,08426028,Burgrieden,valid_votes,2332,2332,0.0
